Date,Open,High,Low,Close,Adj Close,Volume
2019-10-07 00:00:00+05:30,1724.949951171875,1742.949951171875,1717.8499755859375,1725.1500244140625,1690.765380859375,562559
2019-10-09 00:00:00+05:30,1725.699951171875,1778.0,1725.699951171875,1773.449951171875,1738.1025390625,1777552
2019-10-10 00:00:00+05:30,1765.0,1793.0,1756.5,1778.5999755859375,1743.1500244140625,1599166
2019-10-11 00:00:00+05:30,1787.5999755859375,1801.800048828125,1764.050048828125,1790.25,1754.5677490234375,1442236
2019-10-14 00:00:00+05:30,1790.0,1806.300048828125,1784.699951171875,1798.699951171875,1762.8492431640625,881724
2019-10-15 00:00:00+05:30,1807.699951171875,1825.0,1796.0,1803.0999755859375,1767.1614990234375,1204392
2019-10-16 00:00:00+05:30,1808.5,1814.0,1756.550048828125,1765.699951171875,1730.5069580078125,1403020
2019-10-17 00:00:00+05:30,1772.0,1816.6500244140625,1756.0,1812.300048828125,1776.1781005859375,1722055
2019-10-18 00:00:00+05:30,1815.0,1824.449951171875,1786.699951171875,1816.75,1780.5394287109375,1682488
2019-10-22 00:00:00+05:30,1822.699951171875,1825.0,1775.0,1780.199951171875,1744.718017578125,2135313
2019-10-23 00:00:00+05:30,1762.4000244140625,1800.0,1762.0,1767.4000244140625,1732.17333984375,3369253
2019-10-24 00:00:00+05:30,1778.0,1794.949951171875,1753.050048828125,1790.5,1754.8126220703125,1497854
2019-10-25 00:00:00+05:30,1797.0,1808.4000244140625,1785.050048828125,1796.300048828125,1760.4971923828125,1202154
2019-10-27 00:00:00+05:30,1802.0,1807.550048828125,1788.0999755859375,1792.5999755859375,1756.870849609375,124919
2019-10-29 00:00:00+05:30,1792.0999755859375,1820.0,1772.550048828125,1814.25,1778.08935546875,1050123
2019-10-30 00:00:00+05:30,1830.0,1830.0,1804.0,1821.300048828125,1788.301025390625,1133258
2019-10-31 00:00:00+05:30,1826.300048828125,1834.800048828125,1803.5,1809.5999755859375,1776.812744140625,1297114
2019-11-01 00:00:00+05:30,1816.0,1821.0,1762.0,1766.3499755859375,1734.3465576171875,1527660
2019-11-04 00:00:00+05:30,1775.0,1790.0,1766.199951171875,1785.9000244140625,1753.5423583984375,821893
2019-11-05 00:00:00+05:30,1780.0,1797.800048828125,1767.5999755859375,1793.8499755859375,1761.3482666015625,1251974
2019-11-06 00:00:00+05:30,1789.0,1815.0,1780.5999755859375,1797.5999755859375,1765.0303955078125,1136777
2019-11-07 00:00:00+05:30,1810.0,1830.9000244140625,1798.199951171875,1826.949951171875,1793.848388671875,1380635
2019-11-08 00:00:00+05:30,1826.0,1826.800048828125,1790.800048828125,1794.8499755859375,1762.3302001953125,1077136
2019-11-11 00:00:00+05:30,1789.949951171875,1793.949951171875,1768.0,1773.949951171875,1741.808837890625,860384
2019-11-13 00:00:00+05:30,1773.75,1787.0,1756.699951171875,1770.449951171875,1738.3721923828125,983760
2019-11-14 00:00:00+05:30,1778.0,1800.0,1766.449951171875,1771.8499755859375,1739.7469482421875,1116800
2019-11-15 00:00:00+05:30,1780.8499755859375,1784.0,1756.300048828125,1760.699951171875,1728.798828125,729613
2019-11-18 00:00:00+05:30,1760.699951171875,1765.449951171875,1734.5,1739.0,1707.4920654296875,1273055
2019-11-19 00:00:00+05:30,1747.949951171875,1748.0,1718.5,1721.3499755859375,1690.161865234375,1187377
2019-11-20 00:00:00+05:30,1729.9000244140625,1748.8499755859375,1715.449951171875,1723.5,1692.2728271484375,1374382
2019-11-21 00:00:00+05:30,1727.9000244140625,1734.8499755859375,1711.0,1720.3499755859375,1689.179931640625,913095
2019-11-22 00:00:00+05:30,1710.0,1713.949951171875,1676.0,1682.75,1652.26123046875,1275334
2019-11-25 00:00:00+05:30,1684.0,1718.0,1666.1500244140625,1710.699951171875,1679.704833984375,1320689
2019-11-26 00:00:00+05:30,1718.0,1728.8499755859375,1687.5999755859375,1710.300048828125,1679.3121337890625,2714721
2019-11-27 00:00:00+05:30,1714.0,1731.0,1704.5999755859375,1715.3499755859375,1684.2705078125,883771
2019-11-28 00:00:00+05:30,1718.25,1727.550048828125,1701.75,1714.5999755859375,1683.5341796875,691147
2019-11-29 00:00:00+05:30,1715.0,1720.4000244140625,1677.3499755859375,1706.1500244140625,1675.2373046875,1890290
2019-12-02 00:00:00+05:30,1706.199951171875,1742.5,1698.3499755859375,1738.25,1706.755859375,1476972
2019-12-03 00:00:00+05:30,1740.0,1750.949951171875,1725.0,1736.449951171875,1704.9881591796875,1374317
2019-12-04 00:00:00+05:30,1731.199951171875,1734.4000244140625,1710.25,1720.300048828125,1689.130859375,853421
2019-12-05 00:00:00+05:30,1717.4000244140625,1738.1500244140625,1707.0,1715.8499755859375,1684.761474609375,971984
2019-12-06 00:00:00+05:30,1722.9000244140625,1747.5999755859375,1712.8499755859375,1716.6500244140625,1685.547119140625,1031777
2019-12-09 00:00:00+05:30,1725.0,1732.9000244140625,1711.0,1726.3499755859375,1695.0711669921875,751290
2019-12-10 00:00:00+05:30,1726.0,1732.0,1709.0,1713.1500244140625,1682.110595703125,686580
2019-12-11 00:00:00+05:30,1718.0,1741.5999755859375,1713.25,1738.199951171875,1706.70654296875,827804
2019-12-12 00:00:00+05:30,1740.3499755859375,1754.0,1728.0999755859375,1750.6500244140625,1718.9310302734375,802332
2019-12-13 00:00:00+05:30,1751.0,1757.699951171875,1735.550048828125,1743.949951171875,1712.352294921875,960033
2019-12-16 00:00:00+05:30,1744.0,1752.0,1728.050048828125,1731.449951171875,1700.0787353515625,707437
2019-12-17 00:00:00+05:30,1735.199951171875,1748.949951171875,1730.25,1745.4000244140625,1713.7760009765625,873024
2019-12-18 00:00:00+05:30,1749.25,1782.0,1733.6500244140625,1778.449951171875,1746.2271728515625,1476506
2019-12-19 00:00:00+05:30,1778.800048828125,1807.800048828125,1775.5999755859375,1803.0999755859375,1770.4306640625,2554245
2019-12-20 00:00:00+05:30,1804.949951171875,1809.0,1795.0,1799.25,1766.650390625,1419128
2019-12-23 00:00:00+05:30,1795.800048828125,1814.5999755859375,1786.199951171875,1807.550048828125,1774.800048828125,659899
